Hashtag,Cleaned Tweet Count,Scraped Date,Scraped Time,Hour Offset,Rank,Source
Seth,119300.0,2025-08-03,12:00,9,7,World
ラウマさん,10000.0,2025-08-03,12:00,9,8,World
敦賀気比,10000.0,2025-08-03,12:00,9,9,World
智弁和歌山,10000.0,2025-08-03,12:00,9,10,World
アースくん,10000.0,2025-08-03,12:00,9,11,World
Jihyo,71200.0,2025-08-03,12:00,9,12,World
SAW NORTH AMERICA SOLDOUT,20500.0,2025-08-03,12:00,9,13,World
選手宣誓,10000.0,2025-08-03,12:00,9,14,World
KAISHA SHINING SOLO,38800.0,2025-08-03,12:00,9,15,World
Punk,131700.0,2025-08-03,12:00,9,16,World
BELLE TAKES VIEW,27600.0,2025-08-03,12:00,9,17,World
コライドン,10000.0,2025-08-03,12:00,9,18,World
Borja,26700.0,2025-08-03,12:00,9,19,World
プロメサアルムンド,10300.0,2025-08-03,12:00,9,20,World
平良達郎,10000.0,2025-08-03,12:00,9,21,World
沖縄尚学,10000.0,2025-08-03,12:00,9,22,World
Yuqi,33300.0,2025-08-03,12:00,9,23,World
Jaga Persatuan,10000.0,2025-08-03,12:00,9,24,World
アイビスサマーダッシュ,11300.0,2025-08-03,12:00,9,25,World
仙台育英,10000.0,2025-08-03,12:00,9,26,World
クイーンS,18700.0,2025-08-03,12:00,9,27,World
アイビスSD,17500.0,2025-08-03,12:00,9,28,World
AIキャッチャー,10000.0,2025-08-03,12:00,9,29,World
KONGJIRO QINGDAO FANMEET,15600.0,2025-08-03,12:00,9,30,World
Thune,92800.0,2025-08-03,12:00,9,31,World
名古屋港水族館,10000.0,2025-08-03,12:00,9,32,World
Nayeon,52700.0,2025-08-03,12:00,9,33,World
IWANT WILLCA,19000.0,2025-08-03,12:00,9,34,World
エヴァンスウィート,10000.0,2025-08-03,12:00,9,35,World
みそきん実店舗,10000.0,2025-08-03,12:00,9,36,World
BXXM 34TH SHiNE LiKE STARS,10000.0,2025-08-03,12:00,9,37,World
フェアリーライク,10000.0,2025-08-03,12:00,9,38,World
アルジーヌ,10000.0,2025-08-03,12:00,9,39,World
Jeongyeon,38500.0,2025-08-03,12:00,9,40,World
好カード,10000.0,2025-08-03,12:00,9,41,World
BINIShagidi OnASAPStage,13500.0,2025-08-03,12:00,9,42,World
そくほー,10000.0,2025-08-03,12:00,9,43,World
フェアエールング,10000.0,2025-08-03,12:00,9,44,World
Marta,131400.0,2025-08-03,12:00,9,45,World
BGYO OUR SodaPOP,10000.0,2025-08-03,12:00,9,46,World
テイエムスパーダ,10000.0,2025-08-03,12:00,9,47,World
Rebecki,10000.0,2025-08-03,12:00,9,48,World
はちみつの日,18900.0,2025-08-03,12:00,9,49,World
मैथिलीशरण गुप्त,10000.0,2025-08-03,12:00,9,50,World
#SummerSlam,311100.0,2025-08-03,11:00,10,1,World
#FriendshipDay,10000.0,2025-08-03,11:00,10,2,World
#TWICE_AT_LOLLAPALOOZA,118000.0,2025-08-03,11:00,10,3,World
Seth,117000.0,2025-08-03,11:00,10,4,World
#UFCVegas108,22900.0,2025-08-03,11:00,10,5,World
#TWICEPALOOZA,119400.0,2025-08-03,11:00,10,6,World
Borja,26100.0,2025-08-03,11:00,10,7,World
ラウマさん,10000.0,2025-08-03,11:00,10,8,World
Punk,128100.0,2025-08-03,11:00,10,9,World
Jihyo,64800.0,2025-08-03,11:00,10,10,World
プロメサアルムンド,10000.0,2025-08-03,11:00,10,11,World
平良達郎,10000.0,2025-08-03,11:00,10,12,World
アースくん,10000.0,2025-08-03,11:00,10,13,World
Nayeon,46600.0,2025-08-03,11:00,10,14,World
SAW NORTH AMERICA SOLDOUT,13200.0,2025-08-03,11:00,10,15,World
Marta,129300.0,2025-08-03,11:00,10,16,World
BELLE TAKES VIEW,17900.0,2025-08-03,11:00,10,17,World
Thune,86900.0,2025-08-03,11:00,10,18,World
Yuqi,25300.0,2025-08-03,11:00,10,19,World
KAISHA SHINING SOLO,26400.0,2025-08-03,11:00,10,20,World
Rebecki,10000.0,2025-08-03,11:00,10,21,World
Jeongyeon,35300.0,2025-08-03,11:00,10,22,World
Günther,30500.0,2025-08-03,11:00,10,23,World
フェアリーライク,10000.0,2025-08-03,11:00,10,24,World
名古屋港水族館,10000.0,2025-08-03,11:00,10,25,World
クレパスキュラー,10000.0,2025-08-03,11:00,10,26,World
KONGJIRO QINGDAO FANMEET,10000.0,2025-08-03,11:00,10,27,World
そくほー,10000.0,2025-08-03,11:00,10,28,World
ニエルブ,25400.0,2025-08-03,11:00,10,29,World
BINIShagidi OnASAPStage,10000.0,2025-08-03,11:00,10,30,World
Bocanegra,10000.0,2025-08-03,11:00,10,31,World
colidio,10000.0,2025-08-03,11:00,10,32,World
Duarte,10000.0,2025-08-03,11:00,10,33,World
Celebration With Welfare,10700.0,2025-08-03,11:00,10,34,World
高岩さん,11100.0,2025-08-03,11:00,10,35,World
Duncan,10000.0,2025-08-03,11:00,10,36,World
Taira,10000.0,2025-08-03,11:00,10,37,World
Jeonghan,28600.0,2025-08-03,11:00,10,38,World
はちみつの日,17800.0,2025-08-03,11:00,10,39,World
みそきん実店舗,10000.0,2025-08-03,11:00,10,40,World
コライドン,10000.0,2025-08-03,11:00,10,41,World
Dahyun,21800.0,2025-08-03,11:00,10,42,World
Ribovics,10000.0,2025-08-03,11:00,10,43,World
平良選手,10000.0,2025-08-03,11:00,10,44,World
BGYO OUR SodaPOP,10000.0,2025-08-03,11:00,10,45,World
River,97900.0,2025-08-03,11:00,10,46,World
幸果さん,10000.0,2025-08-03,11:00,10,47,World
アイビスSD,14800.0,2025-08-03,11:00,10,48,World
Jelly Roll,24200.0,2025-08-03,11:00,10,49,World
Jardine,10000.0,2025-08-03,11:00,10,50,World
#SummerSlam,302000.0,2025-08-03,10:00,11,1,World
#TWICE_AT_LOLLAPALOOZA,106100.0,2025-08-03,10:00,11,2,World
Seth,112700.0,2025-08-03,10:00,11,3,World
#TWICEPALOOZA,106900.0,2025-08-03,10:00,11,4,World
Borja,25100.0,2025-08-03,10:00,11,5,World
#UFCVegas108,19300.0,2025-08-03,10:00,11,6,World
Punk,122700.0,2025-08-03,10:00,11,7,World
プロメサアルムンド,10000.0,2025-08-03,10:00,11,8,World
Marta,125700.0,2025-08-03,10:00,11,9,World
Jihyo,55300.0,2025-08-03,10:00,11,10,World
#FriendshipDay,10000.0,2025-08-03,10:00,11,11,World
Nayeon,37600.0,2025-08-03,10:00,11,12,World
Günther,29400.0,2025-08-03,10:00,11,13,World
Rebecki,10000.0,2025-08-03,10:00,11,14,World
colidio,10000.0,2025-08-03,10:00,11,15,World
Thune,77200.0,2025-08-03,10:00,11,16,World
ニエルブ,23900.0,2025-08-03,10:00,11,17,World
Bocanegra,10000.0,2025-08-03,10:00,11,18,World
Jeongyeon,30700.0,2025-08-03,10:00,11,19,World
高岩さん,10700.0,2025-08-03,10:00,11,20,World
クレパスキュラー,10000.0,2025-08-03,10:00,11,21,World
River,96700.0,2025-08-03,10:00,11,22,World
Celebration With Welfare,10000.0,2025-08-03,10:00,11,23,World
Duncan,10000.0,2025-08-03,10:00,11,24,World
Montiel,10000.0,2025-08-03,10:00,11,25,World
Jelly Roll,23700.0,2025-08-03,10:00,11,26,World
アースくん,10000.0,2025-08-03,10:00,11,27,World
平良達郎,10000.0,2025-08-03,10:00,11,28,World
幸果さん,10000.0,2025-08-03,10:00,11,29,World
BELLE TAKES VIEW,10000.0,2025-08-03,10:00,11,30,World
Duarte,10000.0,2025-08-03,10:00,11,31,World
Dahyun,18000.0,2025-08-03,10:00,11,32,World
Jardine,10000.0,2025-08-03,10:00,11,33,World
ショウマ,17100.0,2025-08-03,10:00,11,34,World
SAW NORTH AMERICA SOLDOUT,10000.0,2025-08-03,10:00,11,35,World
ランゴ兄さん,10000.0,2025-08-03,10:00,11,36,World
Bristol,16500.0,2025-08-03,10:00,11,37,World
Ribovics,10000.0,2025-08-03,10:00,11,38,World
Jeonghan,25600.0,2025-08-03,10:00,11,39,World
Yuqi,12400.0,2025-08-03,10:00,11,40,World
Igor,19200.0,2025-08-03,10:00,11,41,World
KAISHA SHINING SOLO,10400.0,2025-08-03,10:00,11,42,World
ルパパト,10000.0,2025-08-03,10:00,11,43,World
はちみつの日,16400.0,2025-08-03,10:00,11,44,World
設営完了,10000.0,2025-08-03,10:00,11,45,World
そくほー,10000.0,2025-08-03,10:00,11,46,World
Everaldo,10000.0,2025-08-03,10:00,11,47,World
Juanfer,10000.0,2025-08-03,10:00,11,48,World
Kross,18200.0,2025-08-03,10:00,11,49,World
ウインイザナミ,10000.0,2025-08-03,10:00,11,50,World
#SummerSlam,288600.0,2025-08-03,09:00,12,1,World
Seth,104800.0,2025-08-03,09:00,12,2,World
Borja,23100.0,2025-08-03,09:00,12,3,World
#TWICE_AT_LOLLAPALOOZA,74700.0,2025-08-03,09:00,12,4,World
Marta,120000.0,2025-08-03,09:00,12,5,World
Punk,113800.0,2025-08-03,09:00,12,6,World
#TWICEPALOOZA,78000.0,2025-08-03,09:00,12,7,World
プロメサアルムンド,10000.0,2025-08-03,09:00,12,8,World
Günther,27800.0,2025-08-03,09:00,12,9,World
Jihyo,38200.0,2025-08-03,09:00,12,10,World
#ゴジュウジャー,37200.0,2025-08-03,09:00,12,11,World
#Gigi3D,29600.0,2025-08-03,09:00,12,12,World
colidio,10000.0,2025-08-03,09:00,12,13,World
高岩さん,10000.0,2025-08-03,09:00,12,14,World
Nayeon,21200.0,2025-08-03,09:00,12,15,World
ニエルブ,22000.0,2025-08-03,09:00,12,16,World
Jelly Roll,22900.0,2025-08-03,09:00,12,17,World
Montiel,10000.0,2025-08-03,09:00,12,18,World
River,94500.0,2025-08-03,09:00,12,19,World
幸果さん,10000.0,2025-08-03,09:00,12,20,World
Thune,63300.0,2025-08-03,09:00,12,21,World
ランゴ兄さん,10000.0,2025-08-03,09:00,12,22,World
ショウマ,16100.0,2025-08-03,09:00,12,23,World
Bristol,15700.0,2025-08-03,09:00,12,24,World
Jeongyeon,22100.0,2025-08-03,09:00,12,25,World
ルパパト,10000.0,2025-08-03,09:00,12,26,World
Everaldo,10000.0,2025-08-03,09:00,12,27,World
Celebration With Welfare,10000.0,2025-08-03,09:00,12,28,World
Bocanegra,10000.0,2025-08-03,09:00,12,29,World
Lorena,13800.0,2025-08-03,09:00,12,30,World
Logan Paul,13000.0,2025-08-03,09:00,12,31,World
設営完了,10000.0,2025-08-03,09:00,12,32,World
Juanfer,10000.0,2025-08-03,09:00,12,33,World
Kross,17600.0,2025-08-03,09:00,12,34,World
Colombia,284100.0,2025-08-03,09:00,12,35,World
Jardine,10000.0,2025-08-03,09:00,12,36,World
Régis,10000.0,2025-08-03,09:00,12,37,World
Dahyun,11100.0,2025-08-03,09:00,12,38,World
Cristaldo,10000.0,2025-08-03,09:00,12,39,World
ルパンレッド,10000.0,2025-08-03,09:00,12,40,World
Gallardo,10000.0,2025-08-03,09:00,12,41,World
バドリナート,10000.0,2025-08-03,09:00,12,42,World
LA Knight,10000.0,2025-08-03,09:00,12,43,World
Igor,18300.0,2025-08-03,09:00,12,44,World
Lencina,10000.0,2025-08-03,09:00,12,45,World
Galarza,10000.0,2025-08-03,09:00,12,46,World
Dadin,10000.0,2025-08-03,09:00,12,47,World
はちみつの日,14800.0,2025-08-03,09:00,12,48,World
Zully,10000.0,2025-08-03,09:00,12,49,World
Román,87100.0,2025-08-03,09:00,12,50,World
#SummerSlam,263300.0,2025-08-03,08:00,13,1,World
Seth,87500.0,2025-08-03,08:00,13,2,World
Marta,110900.0,2025-08-03,08:00,13,3,World
Borja,14400.0,2025-08-03,08:00,13,4,World
Punk,96400.0,2025-08-03,08:00,13,5,World
#TWICE_AT_LOLLAPALOOZA,48900.0,2025-08-03,08:00,13,6,World
#TWICEPALOOZA,53600.0,2025-08-03,08:00,13,7,World
Günther,24900.0,2025-08-03,08:00,13,8,World
#ゴジュウジャー,33100.0,2025-08-03,08:00,13,9,World
#Gigi3D,24400.0,2025-08-03,08:00,13,10,World
高岩さん,10000.0,2025-08-03,08:00,13,11,World
ニエルブ,18500.0,2025-08-03,08:00,13,12,World
Jelly Roll,22300.0,2025-08-03,08:00,13,13,World
colidio,10000.0,2025-08-03,08:00,13,14,World
幸果さん,10000.0,2025-08-03,08:00,13,15,World
ランゴ兄さん,10000.0,2025-08-03,08:00,13,16,World
ショウマ,14200.0,2025-08-03,08:00,13,17,World
Lorena,13700.0,2025-08-03,08:00,13,18,World
ルパパト,10000.0,2025-08-03,08:00,13,19,World
Colombia,285700.0,2025-08-03,08:00,13,20,World
Montiel,10000.0,2025-08-03,08:00,13,21,World
Everaldo,10000.0,2025-08-03,08:00,13,22,World
Logan Paul,12700.0,2025-08-03,08:00,13,23,World
Kross,16900.0,2025-08-03,08:00,13,24,World
ルパンレッド,10000.0,2025-08-03,08:00,13,25,World
Cristaldo,10000.0,2025-08-03,08:00,13,26,World
Jihyo,24500.0,2025-08-03,08:00,13,27,World
Román,88300.0,2025-08-03,08:00,13,28,World
Thune,45900.0,2025-08-03,08:00,13,29,World
gracias guerreras,11400.0,2025-08-03,08:00,13,30,World
Bristol,13900.0,2025-08-03,08:00,13,31,World
Sami,31100.0,2025-08-03,08:00,13,32,World
Lencina,10000.0,2025-08-03,08:00,13,33,World
LA Knight,10000.0,2025-08-03,08:00,13,34,World
Juanfer,10000.0,2025-08-03,08:00,13,35,World
レンジャーキー,10000.0,2025-08-03,08:00,13,36,World
Mirassol,10000.0,2025-08-03,08:00,13,37,World
ニチアサ,10000.0,2025-08-03,08:00,13,38,World
Tiffany,33000.0,2025-08-03,08:00,13,39,World
Galarza,10000.0,2025-08-03,08:00,13,40,World
カッティーとザックリー,10000.0,2025-08-03,08:00,13,41,World
坂本監督,10000.0,2025-08-03,08:00,13,42,World
Zully,10000.0,2025-08-03,08:00,13,43,World
タナカーン,10000.0,2025-08-03,08:00,13,44,World
Join GiveRep,10000.0,2025-08-03,08:00,13,45,World
Necaxa,10000.0,2025-08-03,08:00,13,46,World
Dahyun,10000.0,2025-08-03,08:00,13,47,World
Celebration With Welfare,10000.0,2025-08-03,08:00,13,48,World
Drew,68900.0,2025-08-03,08:00,13,49,World
Vallejos,10000.0,2025-08-03,08:00,13,50,World
#SummerSlam,189000.0,2025-08-03,07:00,14,1,World
Marta,95000.0,2025-08-03,07:00,14,2,World
#ゴジュウジャー,20500.0,2025-08-03,07:00,14,3,World
高岩さん,10000.0,2025-08-03,07:00,14,4,World
#CopaAmericaFEM,32200.0,2025-08-03,07:00,14,5,World
Jelly Roll,20700.0,2025-08-03,07:00,14,6,World
ニエルブ,14000.0,2025-08-03,07:00,14,7,World
#仮面ライダーガヴ,34600.0,2025-08-03,07:00,14,8,World
Lorena,13400.0,2025-08-03,07:00,14,9,World
ランゴ兄さん,10000.0,2025-08-03,07:00,14,10,World
幸果さん,10000.0,2025-08-03,07:00,14,11,World
Colombia,286300.0,2025-08-03,07:00,14,12,World
#بطاقات_تقسيط_تبوك__θ5359θ225θ,10000.0,2025-08-03,07:00,14,13,World
ショウマ,12100.0,2025-08-03,07:00,14,14,World
Borja,10000.0,2025-08-03,07:00,14,15,World
Logan Paul,12000.0,2025-08-03,07:00,14,16,World
Kross,15900.0,2025-08-03,07:00,14,17,World
ルパパト,10000.0,2025-08-03,07:00,14,18,World
ルパンレッド,10000.0,2025-08-03,07:00,14,19,World
gracias guerreras,10400.0,2025-08-03,07:00,14,20,World
レンジャーキー,10000.0,2025-08-03,07:00,14,21,World
カッティーとザックリー,10000.0,2025-08-03,07:00,14,22,World
タナカーン,10000.0,2025-08-03,07:00,14,23,World
Mirassol,10000.0,2025-08-03,07:00,14,24,World
Román,88500.0,2025-08-03,07:00,14,25,World
Everaldo,10000.0,2025-08-03,07:00,14,26,World
Tiffany,32800.0,2025-08-03,07:00,14,27,World
Sami,30000.0,2025-08-03,07:00,14,28,World
Charlotte,36900.0,2025-08-03,07:00,14,29,World
Günther,12200.0,2025-08-03,07:00,14,30,World
チョッキリーヌ様,10000.0,2025-08-03,07:00,14,31,World
Diniz,10000.0,2025-08-03,07:00,14,32,World
CM Punk,15600.0,2025-08-03,07:00,14,33,World
Angelina,10100.0,2025-08-03,07:00,14,34,World
Isabella,26900.0,2025-08-03,07:00,14,35,World
坂本監督,10000.0,2025-08-03,07:00,14,36,World
Alexa,41000.0,2025-08-03,07:00,14,37,World
Montiel,10000.0,2025-08-03,07:00,14,38,World
リンヤマン,10000.0,2025-08-03,07:00,14,39,World
Jade Cargill,10800.0,2025-08-03,07:00,14,40,World
ウマショー,10000.0,2025-08-03,07:00,14,41,World
中村倫也,10000.0,2025-08-03,07:00,14,42,World
Mayra,10000.0,2025-08-03,07:00,14,43,World
Tiffy,10000.0,2025-08-03,07:00,14,44,World
サボテン,10000.0,2025-08-03,07:00,14,45,World
colidio,10000.0,2025-08-03,07:00,14,46,World
メガレンジャー,10000.0,2025-08-03,07:00,14,47,World
お前ら妖精,10000.0,2025-08-03,07:00,14,48,World
O Vasco,12800.0,2025-08-03,07:00,14,49,World
ニチアサ,10000.0,2025-08-03,07:00,14,50,World
Marta,60600.0,2025-08-03,06:00,15,1,World
#SummerSlam,144800.0,2025-08-03,06:00,15,2,World
#CopaAmericaFEM,21400.0,2025-08-03,06:00,15,3,World
#precure,33600.0,2025-08-03,06:00,15,4,World
#معسر_عمر52_تكفون_فزعه_هل_الخير,10000.0,2025-08-03,06:00,15,5,World
#بطاقات_تقسيط_تبوك__θ5359θ225θ,10000.0,2025-08-03,06:00,15,6,World
Kross,14300.0,2025-08-03,06:00,15,7,World
Lorena,10000.0,2025-08-03,06:00,15,8,World
Colombia,262500.0,2025-08-03,06:00,15,9,World
Román,86400.0,2025-08-03,06:00,15,10,World
Mirassol,10000.0,2025-08-03,06:00,15,11,World
カッティーとザックリー,10000.0,2025-08-03,06:00,15,12,World
タナカーン,10000.0,2025-08-03,06:00,15,13,World
Charlotte,35600.0,2025-08-03,06:00,15,14,World
Sami,28600.0,2025-08-03,06:00,15,15,World
Isabella,25900.0,2025-08-03,06:00,15,16,World
チョッキリーヌ様,10000.0,2025-08-03,06:00,15,17,World
Angelina,10000.0,2025-08-03,06:00,15,18,World
Diniz,10000.0,2025-08-03,06:00,15,19,World
Tiffany,27900.0,2025-08-03,06:00,15,20,World
Mayra,10000.0,2025-08-03,06:00,15,21,World
アイキャッチ,10000.0,2025-08-03,06:00,15,22,World
Jade Cargill,10000.0,2025-08-03,06:00,15,23,World
こころちゃん,10000.0,2025-08-03,06:00,15,24,World
Tracy,13400.0,2025-08-03,06:00,15,25,World
O Vasco,11500.0,2025-08-03,06:00,15,26,World
お前ら妖精,10000.0,2025-08-03,06:00,15,27,World
Tapia,10000.0,2025-08-03,06:00,15,28,World
gracias guerreras,10000.0,2025-08-03,06:00,15,29,World
cardi b,25400.0,2025-08-03,06:00,15,30,World
Tiffy,10000.0,2025-08-03,06:00,15,31,World
メロロン,10000.0,2025-08-03,06:00,15,32,World
Roxanne,10000.0,2025-08-03,06:00,15,33,World
Bronson,10200.0,2025-08-03,06:00,15,34,World
Linda Caicedo,10000.0,2025-08-03,06:00,15,35,World
Leicy Santos,10000.0,2025-08-03,06:00,15,36,World
loide,10000.0,2025-08-03,06:00,15,37,World
心キュンキュン,10000.0,2025-08-03,06:00,15,38,World
Soso,14000.0,2025-08-03,06:00,15,39,World
Emily,39000.0,2025-08-03,06:00,15,40,World
Kayode,10000.0,2025-08-03,06:00,15,41,World
Dedé,61600.0,2025-08-03,06:00,15,42,World
Boone,11600.0,2025-08-03,06:00,15,43,World
Jey Uso,12000.0,2025-08-03,06:00,15,44,World
Kayikunmi,10000.0,2025-08-03,06:00,15,45,World
Coutinho,10000.0,2025-08-03,06:00,15,46,World
はちみつの日,10000.0,2025-08-03,06:00,15,47,World
Imisi,32700.0,2025-08-03,06:00,15,48,World
Bristol,11000.0,2025-08-03,06:00,15,49,World
#TheNextPrinceFinalEP,,2025-08-03,06:00,15,1,World
#SummerSlam,94100.0,2025-08-03,05:00,16,1,World
#معسر_عمر52_تكفون_فزعه_هل_الخير,10000.0,2025-08-03,05:00,16,2,World
#بطاقات_تقسيط_تبوك__θ5359θ225θ,10000.0,2025-08-03,05:00,16,3,World
#اعلانك_ترند_ثابت1__05б7𐌚9З7З2,10000.0,2025-08-03,05:00,16,4,World
Román,80200.0,2025-08-03,05:00,16,5,World
#حمزه_نمره_مع_x_هاوس,10000.0,2025-08-03,05:00,16,6,World
Isabella,22500.0,2025-08-03,05:00,16,7,World
Mayra,10000.0,2025-08-03,05:00,16,8,World
cardi b,21900.0,2025-08-03,05:00,16,9,World
Mirassol,10000.0,2025-08-03,05:00,16,10,World
Colombia,250300.0,2025-08-03,05:00,16,11,World
Bronson,10000.0,2025-08-03,05:00,16,12,World
Linda Caicedo,10000.0,2025-08-03,05:00,16,13,World
Jey Uso,10300.0,2025-08-03,05:00,16,14,World
Kayode,10000.0,2025-08-03,05:00,16,15,World
Diniz,10000.0,2025-08-03,05:00,16,16,World
Kayikunmi,10000.0,2025-08-03,05:00,16,17,World
Emily,38900.0,2025-08-03,05:00,16,18,World
Dedé,58300.0,2025-08-03,05:00,16,19,World
Thelma,10000.0,2025-08-03,05:00,16,20,World
Tarciane,10000.0,2025-08-03,05:00,16,21,World
Angelina,10000.0,2025-08-03,05:00,16,22,World
Bron Breakker,10000.0,2025-08-03,05:00,16,23,World
Doris,11000.0,2025-08-03,05:00,16,24,World
Boone,10700.0,2025-08-03,05:00,16,25,World
محمد نجيب,24300.0,2025-08-03,05:00,16,26,World
Amanda Gutierres,10000.0,2025-08-03,05:00,16,27,World
Arthur Elias,10000.0,2025-08-03,05:00,16,28,World
Fuzato,10000.0,2025-08-03,05:00,16,29,World
Aces,17900.0,2025-08-03,05:00,16,30,World
Roxanne,10000.0,2025-08-03,05:00,16,31,World
Hugo Moura,10000.0,2025-08-03,05:00,16,32,World
Brees,10000.0,2025-08-03,05:00,16,33,World
Jorelyn,10000.0,2025-08-03,05:00,16,34,World
はちみつの日,10000.0,2025-08-03,05:00,16,35,World
wheeler,10000.0,2025-08-03,05:00,16,36,World
Chico da Costa,10000.0,2025-08-03,05:00,16,37,World
kola,24600.0,2025-08-03,05:00,16,38,World
Sierra Leone,10000.0,2025-08-03,05:00,16,39,World
Imisi,30200.0,2025-08-03,05:00,16,40,World
Maxi Gómez,10000.0,2025-08-03,05:00,16,41,World
الدور الاول,10000.0,2025-08-03,05:00,16,42,World
Fat Joe,10000.0,2025-08-03,05:00,16,43,World
Okan,13600.0,2025-08-03,05:00,16,44,World
Marco,74500.0,2025-08-03,05:00,16,45,World
Luka,68100.0,2025-08-03,05:00,16,46,World
Jack Smith,44400.0,2025-08-03,05:00,16,47,World
Bahía,15000.0,2025-08-03,05:00,16,48,World
Skubal,10000.0,2025-08-03,05:00,16,49,World
Phee,10000.0,2025-08-03,05:00,16,50,World
#حمزه_نمره_مع_x_هاوس,10000.0,2025-08-03,04:00,17,1,World
#دخيل_الله_الحارثي,10000.0,2025-08-03,04:00,17,2,World
#ضرب_الم,10000.0,2025-08-03,04:00,17,3,World
#اصاله_في_جرش,10000.0,2025-08-03,04:00,17,4,World
#القايد,10000.0,2025-08-03,04:00,17,5,World
Linda Caicedo,10000.0,2025-08-03,04:00,17,6,World
Angelina,10000.0,2025-08-03,04:00,17,7,World
Emily,37100.0,2025-08-03,04:00,17,8,World
Colombia,251800.0,2025-08-03,04:00,17,9,World
Aces,17300.0,2025-08-03,04:00,17,10,World
Thelma,10000.0,2025-08-03,04:00,17,11,World
محمد نجيب,22500.0,2025-08-03,04:00,17,12,World
wheeler,10000.0,2025-08-03,04:00,17,13,World
Okan,13100.0,2025-08-03,04:00,17,14,World
Bahía,15100.0,2025-08-03,04:00,17,15,World
Phee,10000.0,2025-08-03,04:00,17,16,World
Kayla McBride,10000.0,2025-08-03,04:00,17,17,World
Limache,10000.0,2025-08-03,04:00,17,18,World
Skubal,10000.0,2025-08-03,04:00,17,19,World
Luka,65900.0,2025-08-03,04:00,17,20,World
ahmet kutucu,10000.0,2025-08-03,04:00,17,21,World
Coquimbo,10000.0,2025-08-03,04:00,17,22,World
San Lorenzo,10000.0,2025-08-03,04:00,17,23,World
الدور الاول,10000.0,2025-08-03,04:00,17,24,World
Torreira,10000.0,2025-08-03,04:00,17,25,World
Brees,10000.0,2025-08-03,04:00,17,26,World
Hugo Moura,10000.0,2025-08-03,04:00,17,27,World
Jorelyn,10000.0,2025-08-03,04:00,17,28,World
Vombergar,10000.0,2025-08-03,04:00,17,29,World
Senga,10000.0,2025-08-03,04:00,17,30,World
Boone,10000.0,2025-08-03,04:00,17,31,World
tigre,11100.0,2025-08-03,04:00,17,32,World
Galatasaray - Lazio,23500.0,2025-08-03,04:00,17,33,World
Jazz,51400.0,2025-08-03,04:00,17,34,World
Kaleci,13600.0,2025-08-03,04:00,17,35,World
Dowell,10000.0,2025-08-03,04:00,17,36,World
Arthur Elias,10000.0,2025-08-03,04:00,17,37,World
Sierra Leone,10000.0,2025-08-03,04:00,17,38,World
Ferrari,51700.0,2025-08-03,04:00,17,39,World
Dedé,54200.0,2025-08-03,04:00,17,40,World
Yunus,12700.0,2025-08-03,04:00,17,41,World
Sane,50200.0,2025-08-03,04:00,17,42,World
Walker Buehler,10000.0,2025-08-03,04:00,17,43,World
Lynx,10000.0,2025-08-03,04:00,17,44,World
الدور الثاني,10000.0,2025-08-03,04:00,17,45,World
Bibee,10000.0,2025-08-03,04:00,17,46,World
Jack Smith,41100.0,2025-08-03,04:00,17,47,World
Herrera,10300.0,2025-08-03,04:00,17,48,World
Kaan,10500.0,2025-08-03,04:00,17,49,World
Leipzig,64000.0,2025-08-03,04:00,17,50,World
#دخيل_الله_الحارثي,10000.0,2025-08-03,03:00,18,1,World
#حمزه_نمره_مع_x_هاوس,10000.0,2025-08-03,03:00,18,2,World
#ضرب_الم,10000.0,2025-08-03,03:00,18,3,World
#اصاله_في_جرش,10000.0,2025-08-03,03:00,18,4,World
#القايد,10000.0,2025-08-03,03:00,18,5,World
Emily,35500.0,2025-08-03,03:00,18,6,World
Kayla McBride,10000.0,2025-08-03,03:00,18,7,World
ahmet kutucu,10000.0,2025-08-03,03:00,18,8,World
Aces,15700.0,2025-08-03,03:00,18,9,World
Torreira,10000.0,2025-08-03,03:00,18,10,World
Okan,12000.0,2025-08-03,03:00,18,11,World
محمد نجيب,20600.0,2025-08-03,03:00,18,12,World
Phee,10000.0,2025-08-03,03:00,18,13,World
Galatasaray - Lazio,22200.0,2025-08-03,03:00,18,14,World
Limache,10000.0,2025-08-03,03:00,18,15,World
Dowell,10000.0,2025-08-03,03:00,18,16,World
Luka,62900.0,2025-08-03,03:00,18,17,World
günay,10000.0,2025-08-03,03:00,18,18,World
Yunus,12200.0,2025-08-03,03:00,18,19,World
Kaleci,12500.0,2025-08-03,03:00,18,20,World
THE PRINCE OF EMMALY,959700.0,2025-08-03,03:00,18,21,World
Ferrari,50200.0,2025-08-03,03:00,18,22,World
Leipzig,64300.0,2025-08-03,03:00,18,23,World
Kaan,10000.0,2025-08-03,03:00,18,24,World
محمد بن سلمان,39000.0,2025-08-03,03:00,18,25,World
Hazırlık,14000.0,2025-08-03,03:00,18,26,World
SECRET DEAL EP2,107300.0,2025-08-03,03:00,18,27,World
Mehmet Türkmen,10000.0,2025-08-03,03:00,18,28,World
Motherwell,10000.0,2025-08-03,03:00,18,29,World
Sane,47300.0,2025-08-03,03:00,18,30,World
Hamilton,49800.0,2025-08-03,03:00,18,31,World
Brees,10000.0,2025-08-03,03:00,18,32,World
Lynx,10000.0,2025-08-03,03:00,18,33,World
Lewis,74600.0,2025-08-03,03:00,18,34,World
